Id,Area,Bedrooms,Bathrooms,Stories,Mainroad,Guestroom,Basement,Hotwaterheating,Airconditioning,Parking,Prefarea,Furnishingstatus,Price
267,1480.0,5.0,3.0,1,Yes,Yes,Yes,No,Yes,0.0,Yes,unfurnished,2275395.1296030176
268,3475.0,1.0,4.0,3,No,Yes,Yes,Yes,Yes,2.0,Yes,unfurnished,5270297.274047013
269,1684.0,3.0,2.0,3,No,No,No,Yes,No,2.0,Yes,semi-furnished,2555515.5957176425
270,3827.0,3.0,2.0,2,Yes,Yes,No,Yes,Yes,1.0,Yes,unfurnished,5800874.0899504265
271,3894.0,1.0,4.0,1,No,Yes,No,No,Yes,1.0,No,furnished,5873344.441804714
272,627.0,5.0,2.0,2,No,Yes,Yes,No,No,0.0,No,furnished,997172.2212106715
273,2565.0,4.0,4.0,1,Yes,Yes,No,Yes,No,2.0,Yes,furnished,3897318.692200842
274,2316.0,1.0,4.0,3,Yes,No,No,Yes,No,3.0,Yes,furnished,3443071.5095813507
275,1069.0,5.0,3.0,3,No,No,Yes,Yes,No,3.0,No,semi-furnished,1679295.0224840161
276,,,,1,No,Yes,No,No,Yes,,No,unfurnished,3586457.4047397985
277,3233.0,1.0,4.0,1,No,No,Yes,Yes,Yes,3.0,No,unfurnished,4851132.648004703
278,4363.0,2.0,3.0,2,Yes,Yes,No,No,No,0.0,No,furnished,6584455.494037717
279,4514.0,5.0,1.0,1,No,No,Yes,No,No,3.0,Yes,furnished,6846590.857559156
280,3401.0,4.0,2.0,1,No,No,Yes,No,No,1.0,No,furnished,5117563.838238145
281,2186.0,2.0,1.0,1,No,No,Yes,Yes,No,0.0,Yes,unfurnished,3324067.9101529405
282,,,,2,No,No,No,Yes,Yes,,Yes,semi-furnished,5275435.881537433
283,654.0,1.0,4.0,1,No,No,No,No,Yes,0.0,Yes,semi-furnished,1023978.6211206585
284,3037.0,1.0,4.0,3,No,Yes,Yes,No,No,1.0,No,semi-furnished,4597078.984078037
285,1909.0,5.0,4.0,2,Yes,No,Yes,No,No,1.0,Yes,semi-furnished,2929367.131031028
286,4557.0,5.0,4.0,2,Yes,Yes,No,No,Yes,3.0,No,furnished,6906097.45869123
287,1284.0,2.0,3.0,3,No,Yes,No,Yes,Yes,3.0,Yes,unfurnished,1953075.9935304455
288,3675.0,4.0,4.0,3,No,No,Yes,Yes,Yes,2.0,No,furnished,5577770.74513855
289,4841.0,2.0,3.0,3,Yes,Yes,No,No,Yes,2.0,Yes,semi-furnished,7301594.121860306
290,3306.0,3.0,2.0,1,Yes,No,No,No,No,1.0,Yes,furnished,4980522.295920386
291,1037.0,1.0,4.0,3,Yes,Yes,No,No,Yes,1.0,No,semi-furnished,1558343.3615371967
292,2341.0,1.0,4.0,1,No,Yes,Yes,Yes,Yes,1.0,No,unfurnished,3561667.0836638096
293,2955.0,1.0,1.0,2,No,No,Yes,No,Yes,2.0,Yes,semi-furnished,4451580.21361309
294,1024.0,2.0,2.0,2,No,No,No,Yes,No,1.0,Yes,furnished,1583396.7256596517
295,3450.0,2.0,4.0,3,No,No,Yes,No,No,2.0,No,unfurnished,5201591.924407121
296,4631.0,1.0,4.0,1,Yes,No,No,Yes,Yes,1.0,Yes,semi-furnished,6960011.231244105
297,4615.0,2.0,2.0,3,Yes,Yes,No,Yes,Yes,0.0,No,semi-furnished,6932263.261442603
298,,,,3,Yes,No,Yes,No,No,,No,unfurnished,4363384.848440596
299,4347.0,5.0,4.0,1,Yes,Yes,Yes,Yes,No,1.0,Yes,furnished,6595148.925751758
300,4995.0,2.0,1.0,3,No,Yes,Yes,Yes,Yes,0.0,No,unfurnished,7506623.502655852
301,3201.0,1.0,4.0,2,No,Yes,No,Yes,No,2.0,Yes,furnished,4862796.491646634
302,1471.0,2.0,1.0,3,Yes,Yes,No,Yes,Yes,3.0,No,semi-furnished,2218657.044142386
303,1666.0,2.0,1.0,1,Yes,Yes,Yes,No,No,0.0,No,semi-furnished,2528975.922709584
304,3274.0,2.0,4.0,1,Yes,Yes,Yes,No,Yes,3.0,Yes,unfurnished,4933339.1382200625
305,2482.0,3.0,4.0,2,Yes,No,Yes,No,Yes,0.0,No,semi-furnished,3759537.60005018
306,1353.0,5.0,1.0,1,Yes,Yes,No,No,No,2.0,Yes,unfurnished,2082773.2481930417
307,4646.0,4.0,2.0,1,No,Yes,No,No,Yes,0.0,No,semi-furnished,7002347.278785268
308,4236.0,4.0,2.0,2,No,Yes,No,Yes,No,0.0,No,semi-furnished,6405788.30896119
309,4269.0,3.0,4.0,3,Yes,No,Yes,Yes,No,1.0,No,furnished,6462305.018272448
310,1074.0,2.0,3.0,2,Yes,No,Yes,Yes,No,3.0,No,unfurnished,1667867.4885806039
311,3761.0,3.0,2.0,3,Yes,Yes,No,Yes,Yes,3.0,Yes,unfurnished,5659901.941142165
312,1648.0,3.0,4.0,2,No,No,Yes,No,Yes,2.0,No,semi-furnished,2525356.8461116464
313,2215.0,1.0,2.0,3,No,Yes,Yes,No,Yes,2.0,No,furnished,3341261.0374901677
314,4354.0,5.0,3.0,2,No,No,Yes,Yes,No,3.0,No,furnished,6559036.374810815
315,2991.0,4.0,4.0,3,Yes,Yes,Yes,No,Yes,1.0,Yes,unfurnished,4523924.258068108
316,3160.0,2.0,3.0,2,No,No,No,Yes,Yes,1.0,Yes,unfurnished,4784498.945717707
317,3624.0,4.0,4.0,3,Yes,No,Yes,Yes,Yes,3.0,Yes,semi-furnished,5468946.863720307
318,3551.0,4.0,3.0,2,No,No,No,No,Yes,0.0,Yes,unfurnished,5380031.590386238
319,504.0,5.0,2.0,1,No,Yes,No,No,No,3.0,No,semi-furnished,773551.1500634941
320,1376.0,4.0,2.0,3,No,Yes,Yes,No,Yes,0.0,No,furnished,2111940.9526414536
321,1491.0,4.0,3.0,2,Yes,Yes,No,No,No,3.0,No,unfurnished,2250429.821775612
322,4642.0,3.0,3.0,3,Yes,No,No,No,No,0.0,Yes,furnished,6995908.429145874
323,4864.0,5.0,3.0,3,No,No,Yes,No,No,1.0,Yes,furnished,7352245.22556435
324,4965.0,1.0,4.0,2,Yes,Yes,No,No,No,3.0,No,semi-furnished,7479960.511250563
325,,,,3,Yes,No,No,Yes,Yes,,No,furnished,1727448.9776018031
326,2193.0,4.0,4.0,2,Yes,Yes,No,No,Yes,0.0,No,semi-furnished,3324781.989080821
327,2182.0,2.0,2.0,1,Yes,Yes,No,Yes,Yes,1.0,Yes,semi-furnished,3278655.7001772905
328,619.0,1.0,1.0,3,Yes,Yes,No,Yes,No,2.0,No,furnished,911217.8279546797
329,1330.0,2.0,4.0,1,Yes,Yes,No,No,Yes,1.0,No,furnished,2039129.710088469
330,4175.0,1.0,2.0,3,Yes,No,No,Yes,No,0.0,Yes,semi-furnished,6285747.063965245
331,1869.0,3.0,2.0,3,No,No,No,No,Yes,3.0,Yes,semi-furnished,2856888.164295676
332,1240.0,4.0,4.0,3,Yes,No,Yes,Yes,Yes,1.0,No,furnished,1909997.1669392674
333,616.0,1.0,4.0,2,Yes,Yes,Yes,Yes,Yes,3.0,Yes,semi-furnished,919313.1322255123
334,3338.0,2.0,2.0,1,No,No,Yes,Yes,No,3.0,No,semi-furnished,5030680.014114765
335,1650.0,4.0,4.0,3,No,Yes,No,No,Yes,1.0,No,unfurnished,2535220.939848778
336,2431.0,3.0,3.0,2,No,Yes,No,Yes,No,1.0,No,unfurnished,3668205.0201533255
337,1512.0,4.0,4.0,3,No,Yes,No,Yes,No,1.0,No,unfurnished,2306603.2060776902
338,2164.0,1.0,4.0,2,Yes,Yes,Yes,Yes,No,3.0,Yes,unfurnished,3285018.4617151516
339,1581.0,3.0,4.0,3,No,Yes,Yes,No,Yes,2.0,Yes,unfurnished,2423512.4309242037
340,1012.0,2.0,2.0,1,No,Yes,Yes,Yes,Yes,0.0,Yes,semi-furnished,1570657.3884744009
341,3349.0,3.0,3.0,1,Yes,No,No,No,No,2.0,No,semi-furnished,5102942.016169907
342,1059.0,3.0,1.0,3,Yes,No,Yes,Yes,No,3.0,No,unfurnished,1593443.8272793037
343,4172.0,5.0,1.0,2,Yes,No,Yes,Yes,No,1.0,No,furnished,6304622.6468878295
344,3843.0,3.0,3.0,3,No,No,No,Yes,No,1.0,Yes,unfurnished,5811972.689340407
345,4570.0,3.0,3.0,2,Yes,Yes,Yes,No,No,0.0,Yes,furnished,6907271.467984585
346,1970.0,4.0,3.0,3,No,Yes,No,Yes,Yes,0.0,No,semi-furnished,3030317.6236843145
347,1080.0,2.0,2.0,2,Yes,No,Yes,Yes,Yes,2.0,Yes,furnished,1664572.4992873245
348,2794.0,4.0,1.0,1,Yes,No,No,Yes,Yes,2.0,Yes,semi-furnished,4258768.602331233
349,3647.0,4.0,3.0,3,No,No,No,Yes,No,0.0,Yes,furnished,5526727.204127014
350,4749.0,1.0,2.0,1,Yes,No,No,No,No,3.0,Yes,semi-furnished,7130929.92506165
351,2179.0,4.0,1.0,1,Yes,No,No,Yes,Yes,2.0,No,semi-furnished,3352499.1303877467
352,4006.0,5.0,4.0,3,Yes,No,No,Yes,Yes,1.0,Yes,unfurnished,6082066.503585245
353,3244.0,5.0,2.0,3,Yes,No,Yes,Yes,No,1.0,No,semi-furnished,4921163.050199931
354,,,,2,Yes,No,No,Yes,No,,Yes,unfurnished,5777555.6136965
355,4545.0,2.0,2.0,2,No,Yes,No,No,No,0.0,No,unfurnished,6850689.368288754
356,1743.0,2.0,1.0,1,No,Yes,No,Yes,Yes,2.0,No,unfurnished,2659589.8005273966
357,3618.0,4.0,1.0,2,Yes,Yes,No,Yes,No,1.0,Yes,furnished,5461990.692097612
358,2641.0,4.0,4.0,2,No,Yes,Yes,No,No,0.0,No,furnished,4018832.4090320156
359,3559.0,4.0,2.0,3,No,No,No,Yes,No,2.0,No,semi-furnished,5393483.128830869
360,3459.0,2.0,3.0,2,No,Yes,Yes,Yes,Yes,3.0,Yes,unfurnished,5232943.495391248
361,2765.0,3.0,4.0,1,Yes,No,No,Yes,No,1.0,No,unfurnished,4192303.297677993
362,,,,2,Yes,Yes,No,No,Yes,,Yes,semi-furnished,4530627.816029785
363,2135.0,3.0,1.0,1,Yes,No,Yes,Yes,No,3.0,No,unfurnished,3227284.7596107675
364,2257.0,3.0,3.0,3,No,No,Yes,No,No,3.0,Yes,semi-furnished,3408368.072184668
365,4952.0,2.0,2.0,1,No,Yes,Yes,No,Yes,2.0,Yes,unfurnished,7442596.43925319
366,2570.0,3.0,3.0,2,Yes,Yes,No,No,No,3.0,Yes,furnished,3884058.664829211
367,3349.0,1.0,3.0,3,Yes,No,Yes,No,Yes,2.0,Yes,semi-furnished,5017656.458311143
368,3751.0,4.0,3.0,2,No,No,No,No,No,2.0,Yes,semi-furnished,5701358.893395162
369,,,,3,No,No,Yes,No,Yes,,No,furnished,6377191.3547657635
370,2989.0,5.0,3.0,3,Yes,Yes,Yes,No,No,3.0,No,semi-furnished,4551344.542333184
371,2131.0,4.0,1.0,2,No,Yes,No,Yes,Yes,0.0,Yes,furnished,3267590.959696278
372,3316.0,3.0,1.0,2,No,No,Yes,Yes,Yes,1.0,No,unfurnished,5023356.947652775
373,1515.0,5.0,4.0,3,No,Yes,Yes,No,No,0.0,No,furnished,2326707.6868682518
374,1848.0,4.0,1.0,3,No,No,No,No,Yes,1.0,No,furnished,2840467.821226334
375,,,,2,No,Yes,No,No,No,,Yes,semi-furnished,5449945.2303495975
376,3339.0,1.0,4.0,1,No,Yes,No,No,Yes,0.0,Yes,unfurnished,5016141.5667284615
377,835.0,4.0,2.0,2,No,Yes,Yes,No,No,0.0,No,furnished,1320555.6213720231
378,1395.0,3.0,3.0,3,Yes,Yes,Yes,No,No,1.0,Yes,unfurnished,2128155.0085580153
379,4046.0,1.0,1.0,2,Yes,Yes,Yes,Yes,No,1.0,Yes,furnished,6103942.964778869
380,1351.0,5.0,2.0,1,No,No,Yes,Yes,No,1.0,No,semi-furnished,2079741.0646586209
381,2187.0,5.0,1.0,2,No,No,Yes,No,Yes,2.0,Yes,furnished,3324833.345545691
382,2431.0,5.0,4.0,3,No,Yes,No,No,No,1.0,Yes,furnished,3707894.5175662106
383,4246.0,5.0,1.0,2,Yes,No,Yes,No,No,3.0,Yes,unfurnished,6404556.635877019
384,,,,3,Yes,No,No,Yes,No,,Yes,furnished,4395892.874439942
385,2068.0,4.0,4.0,3,No,Yes,Yes,No,No,3.0,Yes,semi-furnished,3112020.0508030476
386,4500.0,4.0,4.0,2,Yes,No,No,Yes,No,0.0,No,semi-furnished,6788906.540000015
387,3238.0,2.0,2.0,3,No,Yes,Yes,Yes,Yes,0.0,Yes,furnished,4939612.465604413
388,3998.0,3.0,3.0,3,No,No,Yes,Yes,No,0.0,Yes,furnished,6051565.21777455
389,4413.0,3.0,4.0,1,No,No,No,No,Yes,1.0,No,unfurnished,6706784.452175848
390,1566.0,5.0,3.0,1,No,No,Yes,No,Yes,3.0,No,unfurnished,2407635.9881782723
391,4880.0,1.0,1.0,1,No,No,No,Yes,No,1.0,Yes,semi-furnished,7325633.56965047
392,2944.0,3.0,3.0,1,No,No,Yes,Yes,No,2.0,No,unfurnished,4495330.813150417
393,4607.0,1.0,4.0,3,No,No,Yes,Yes,Yes,2.0,Yes,furnished,6948015.248567017
394,3873.0,4.0,2.0,2,Yes,No,No,Yes,Yes,0.0,No,semi-furnished,5840394.490026143
395,4469.0,1.0,4.0,3,No,Yes,Yes,No,Yes,2.0,Yes,unfurnished,6746158.349689974
396,3046.0,4.0,3.0,3,Yes,Yes,No,Yes,No,3.0,No,semi-furnished,4649017.692372263
397,1253.0,2.0,3.0,3,No,Yes,Yes,No,Yes,2.0,Yes,furnished,1885942.551336828
398,2582.0,2.0,4.0,2,No,Yes,Yes,Yes,Yes,0.0,No,unfurnished,3922293.1666362137
399,3274.0,5.0,3.0,1,Yes,No,Yes,No,No,1.0,Yes,furnished,4948765.504468488
400,3396.0,3.0,1.0,3,Yes,No,Yes,Yes,Yes,2.0,Yes,furnished,5152935.106486179
401,4685.0,5.0,4.0,3,No,No,Yes,No,No,3.0,Yes,semi-furnished,7102113.96863843
402,1275.0,4.0,2.0,1,Yes,Yes,Yes,No,Yes,3.0,No,semi-furnished,1975093.2231775243
403,2125.0,5.0,4.0,3,No,Yes,Yes,No,No,3.0,No,semi-furnished,3253151.1212924006
404,3569.0,1.0,1.0,2,No,Yes,No,Yes,Yes,1.0,Yes,unfurnished,5332867.951415533
405,917.0,4.0,1.0,3,Yes,No,Yes,No,No,3.0,Yes,unfurnished,1411671.356795433
406,614.0,2.0,1.0,3,Yes,Yes,Yes,Yes,No,0.0,Yes,semi-furnished,964596.7904794489
407,1116.0,3.0,1.0,1,Yes,No,Yes,No,Yes,0.0,Yes,unfurnished,1748872.5756503704
408,4474.0,4.0,1.0,3,Yes,Yes,No,No,No,3.0,No,unfurnished,6761645.801797774
409,3767.0,4.0,2.0,3,No,No,No,Yes,Yes,2.0,No,semi-furnished,5686772.948443756
410,1325.0,1.0,3.0,2,Yes,Yes,Yes,No,No,3.0,No,furnished,2023214.0555653486
411,2016.0,3.0,1.0,1,Yes,No,Yes,No,No,0.0,Yes,unfurnished,3075797.894685717
412,3646.0,2.0,1.0,1,Yes,Yes,Yes,Yes,No,0.0,Yes,unfurnished,5496655.0747615015
413,912.0,4.0,4.0,2,Yes,Yes,No,No,No,0.0,No,furnished,1429424.2841466423
414,1228.0,4.0,2.0,3,Yes,No,Yes,No,No,2.0,No,furnished,1896272.1651664064
415,3848.0,1.0,2.0,1,No,No,No,No,No,2.0,No,furnished,5792871.00754864
416,3308.0,5.0,3.0,1,No,Yes,Yes,No,No,2.0,No,semi-furnished,5032955.619263413
417,1175.0,2.0,2.0,3,Yes,No,No,Yes,Yes,0.0,Yes,furnished,1829051.2650414782
418,3965.0,3.0,4.0,3,Yes,Yes,No,No,Yes,1.0,Yes,semi-furnished,5956833.938687899
419,3004.0,4.0,4.0,1,No,No,Yes,No,No,3.0,Yes,furnished,4561230.886111623
420,3467.0,4.0,3.0,3,Yes,Yes,Yes,No,No,3.0,No,furnished,5236852.917463513
421,3286.0,2.0,4.0,1,No,No,Yes,No,No,0.0,Yes,semi-furnished,4992616.061211324
422,1622.0,5.0,1.0,3,No,Yes,Yes,No,Yes,2.0,No,semi-furnished,2485182.3566069123
423,4579.0,4.0,1.0,3,Yes,Yes,Yes,No,No,1.0,No,furnished,6924694.095510679
424,2071.0,2.0,4.0,2,No,Yes,Yes,No,Yes,1.0,No,furnished,3175046.135556517
425,2643.0,1.0,3.0,3,Yes,No,Yes,No,No,2.0,No,furnished,3967879.80788774
426,2187.0,5.0,2.0,2,Yes,Yes,No,Yes,No,3.0,No,unfurnished,3329949.647242337
427,4632.0,3.0,3.0,3,No,No,Yes,Yes,No,3.0,Yes,furnished,7019481.647397572
428,4351.0,4.0,2.0,1,No,No,Yes,Yes,No,1.0,Yes,semi-furnished,6554078.744373191
429,3940.0,2.0,4.0,1,Yes,No,No,Yes,No,1.0,Yes,unfurnished,5940124.392990353
430,4266.0,1.0,4.0,3,No,Yes,Yes,No,Yes,2.0,No,semi-furnished,6396992.890007152
431,2826.0,3.0,1.0,3,Yes,No,Yes,No,No,3.0,Yes,unfurnished,4301267.2670014715
432,3414.0,2.0,2.0,1,No,No,Yes,Yes,Yes,1.0,No,unfurnished,5139375.068728385
433,4452.0,2.0,3.0,3,No,No,Yes,Yes,Yes,3.0,Yes,semi-furnished,6720023.209340942
434,1095.0,3.0,4.0,2,Yes,Yes,No,Yes,No,1.0,No,unfurnished,1706019.6064848793
435,1228.0,1.0,3.0,2,Yes,No,No,No,No,2.0,No,semi-furnished,1850935.2625916782
436,1865.0,1.0,1.0,2,Yes,No,Yes,No,No,3.0,Yes,furnished,2774419.998366063
437,4992.0,5.0,2.0,2,No,No,Yes,Yes,Yes,1.0,No,unfurnished,7543610.718053104
438,1198.0,4.0,2.0,2,Yes,No,No,Yes,Yes,1.0,Yes,semi-furnished,1842283.4447350854
439,895.0,3.0,4.0,3,Yes,Yes,Yes,Yes,Yes,1.0,Yes,unfurnished,1391289.9304280526
440,4671.0,3.0,2.0,3,No,Yes,No,Yes,No,1.0,Yes,semi-furnished,7045400.340154112
441,4860.0,3.0,4.0,2,No,No,No,Yes,Yes,2.0,No,furnished,7330024.543153336
442,3002.0,1.0,1.0,3,Yes,No,No,No,Yes,3.0,No,furnished,4507249.253963053
443,2319.0,4.0,2.0,3,Yes,No,Yes,Yes,Yes,3.0,No,unfurnished,3534454.0705762957
444,1217.0,5.0,4.0,2,Yes,No,Yes,No,No,0.0,No,unfurnished,1879022.8521994064
445,3282.0,2.0,3.0,3,Yes,Yes,Yes,Yes,Yes,3.0,Yes,semi-furnished,4956093.531038194
446,4077.0,2.0,4.0,3,No,Yes,No,Yes,Yes,0.0,No,semi-furnished,6144240.82537181
447,643.0,3.0,2.0,3,No,Yes,Yes,No,No,1.0,Yes,unfurnished,1010412.1048728649
448,3640.0,4.0,1.0,2,Yes,Yes,Yes,Yes,No,2.0,Yes,semi-furnished,5527171.525606366
449,4991.0,1.0,2.0,3,Yes,No,No,No,No,2.0,No,semi-furnished,7529487.55546238
450,3438.0,4.0,2.0,1,Yes,No,Yes,No,Yes,1.0,No,semi-furnished,5232785.817450753
451,,,,1,No,Yes,Yes,Yes,Yes,,Yes,unfurnished,6257318.144493158
452,3722.0,1.0,3.0,2,Yes,Yes,Yes,Yes,Yes,1.0,No,furnished,5602999.060163377
453,1667.0,3.0,2.0,1,Yes,No,No,No,No,2.0,Yes,furnished,2515120.9537308365
454,3116.0,4.0,3.0,2,No,No,Yes,No,Yes,2.0,No,semi-furnished,4722149.019443355
455,1562.0,2.0,4.0,1,No,No,No,Yes,No,3.0,No,unfurnished,2376863.2435210426
456,2656.0,1.0,3.0,1,Yes,No,No,No,No,0.0,Yes,semi-furnished,3996657.0472876113
457,3482.0,5.0,4.0,1,Yes,No,No,Yes,Yes,3.0,Yes,furnished,5280564.137131546
458,3794.0,3.0,1.0,2,No,Yes,Yes,No,Yes,2.0,Yes,semi-furnished,5692046.036196424
459,1656.0,1.0,3.0,2,Yes,Yes,Yes,Yes,Yes,2.0,No,furnished,2482161.748085552
460,1232.0,5.0,3.0,3,Yes,No,Yes,No,No,3.0,No,unfurnished,1913890.871751575
461,4830.0,5.0,1.0,2,No,No,No,No,No,3.0,No,semi-furnished,7301641.466125594
462,1453.0,4.0,3.0,1,No,Yes,No,Yes,Yes,2.0,Yes,unfurnished,2244161.117389916
463,3039.0,4.0,1.0,1,No,No,Yes,No,No,3.0,Yes,semi-furnished,4598322.110595647
464,3824.0,4.0,2.0,2,Yes,Yes,No,No,Yes,3.0,No,semi-furnished,5786233.08475665
465,3801.0,1.0,4.0,2,No,Yes,Yes,No,Yes,0.0,Yes,semi-furnished,5756510.190981296
466,2042.0,1.0,1.0,2,No,Yes,Yes,No,Yes,2.0,No,semi-furnished,3076941.98352407
467,1691.0,3.0,3.0,3,Yes,Yes,Yes,No,No,1.0,Yes,semi-furnished,2568858.6170571847
468,3493.0,4.0,1.0,1,Yes,No,Yes,No,No,0.0,No,unfurnished,5260681.041918844
469,3181.0,5.0,3.0,3,No,No,Yes,No,Yes,1.0,No,unfurnished,4852449.597272368
470,1717.0,2.0,2.0,3,No,Yes,Yes,Yes,Yes,3.0,No,furnished,2571433.151932306
471,2040.0,3.0,1.0,1,Yes,No,Yes,No,No,3.0,Yes,semi-furnished,3078231.627606238
472,3736.0,1.0,2.0,1,Yes,No,No,No,Yes,1.0,Yes,furnished,5632371.586658729
473,2886.0,3.0,4.0,2,No,No,Yes,Yes,No,3.0,No,unfurnished,4340868.9364629835
474,4219.0,3.0,3.0,2,No,No,No,No,Yes,3.0,No,furnished,6361212.904242386
475,1888.0,3.0,3.0,3,Yes,Yes,No,No,No,0.0,No,unfurnished,2879583.3501259144
476,2356.0,3.0,2.0,2,No,No,Yes,Yes,Yes,1.0,No,semi-furnished,3566333.246915988
477,1865.0,2.0,4.0,2,Yes,Yes,No,No,No,0.0,No,furnished,2817846.221449435
478,999.0,4.0,1.0,1,No,Yes,No,No,Yes,1.0,No,furnished,1531631.1135023884
479,,,,1,Yes,No,No,Yes,No,,Yes,furnished,3341339.6865330804
480,1010.0,3.0,3.0,2,Yes,Yes,Yes,Yes,No,2.0,Yes,furnished,1596627.5478155848
481,4812.0,3.0,2.0,1,No,No,Yes,No,No,2.0,Yes,semi-furnished,7260789.773631872
482,1824.0,3.0,2.0,2,No,No,Yes,No,No,1.0,Yes,unfurnished,2736234.300403016
483,1655.0,4.0,1.0,1,Yes,Yes,Yes,Yes,Yes,2.0,No,unfurnished,2538862.0455422117
484,2327.0,1.0,4.0,1,No,No,Yes,No,No,0.0,No,semi-furnished,3512572.329708887
485,3641.0,1.0,4.0,1,No,Yes,No,Yes,No,1.0,No,unfurnished,5469591.542955231
486,3986.0,2.0,1.0,1,No,Yes,No,Yes,Yes,2.0,Yes,furnished,5987994.538971497
487,2310.0,1.0,1.0,2,Yes,No,Yes,Yes,No,2.0,Yes,semi-furnished,3464844.2030435624
488,3423.0,3.0,2.0,3,No,No,No,No,Yes,1.0,No,unfurnished,5146283.047944443
489,2714.0,3.0,4.0,1,No,No,No,Yes,No,2.0,Yes,semi-furnished,4119738.6244578725
490,4686.0,3.0,1.0,2,Yes,Yes,No,Yes,No,2.0,Yes,semi-furnished,7100562.935986197
491,1213.0,2.0,1.0,2,No,No,No,Yes,No,1.0,No,unfurnished,1822516.1781799432
492,4102.0,3.0,3.0,1,No,Yes,Yes,No,No,2.0,No,unfurnished,6233946.94050315
493,4634.0,1.0,1.0,3,Yes,Yes,Yes,No,No,2.0,No,semi-furnished,6970162.333549523
494,4022.0,4.0,1.0,1,Yes,No,Yes,No,No,2.0,Yes,semi-furnished,6076142.054230878
495,4768.0,4.0,4.0,2,No,No,No,Yes,Yes,2.0,No,unfurnished,7205560.801698677
496,1743.0,5.0,2.0,3,No,No,No,No,Yes,3.0,No,semi-furnished,2658377.116650692
497,4209.0,1.0,4.0,2,Yes,Yes,Yes,No,No,1.0,No,unfurnished,6349337.0520366905
498,1581.0,3.0,2.0,1,Yes,No,Yes,Yes,No,3.0,Yes,semi-furnished,2421939.580943916
499,955.0,4.0,3.0,3,No,Yes,No,Yes,Yes,3.0,Yes,semi-furnished,1438997.1417138288
500,1394.0,1.0,1.0,2,No,No,Yes,No,Yes,0.0,No,semi-furnished,2156860.766783353
501,1884.0,4.0,3.0,2,No,No,Yes,No,No,3.0,No,unfurnished,2844780.272685011
502,2458.0,3.0,2.0,2,Yes,Yes,No,Yes,No,3.0,Yes,furnished,3716553.4239459042
503,3572.0,4.0,4.0,1,No,Yes,No,No,No,0.0,Yes,unfurnished,5366834.242813472
504,2496.0,5.0,4.0,3,Yes,No,Yes,Yes,No,2.0,No,semi-furnished,3808641.815032689
505,4785.0,5.0,3.0,1,Yes,No,No,Yes,No,2.0,Yes,furnished,7233270.72248285
506,1004.0,4.0,2.0,1,Yes,No,Yes,No,No,3.0,No,furnished,1545766.132644013
507,1714.0,1.0,3.0,1,No,No,No,No,Yes,0.0,No,semi-furnished,2602086.673437875
508,,,,3,No,No,No,No,No,,Yes,unfurnished,3066623.7655461254
509,3940.0,1.0,1.0,1,No,Yes,Yes,No,No,0.0,No,furnished,5935768.375989925
510,1323.0,4.0,3.0,1,Yes,Yes,No,Yes,Yes,1.0,No,furnished,2014753.3850757165
511,1428.0,1.0,1.0,1,No,Yes,Yes,No,Yes,1.0,Yes,unfurnished,2158547.665536681
512,633.0,3.0,1.0,1,Yes,Yes,No,No,Yes,1.0,No,unfurnished,971866.380996887
513,2605.0,5.0,4.0,2,Yes,No,Yes,No,Yes,1.0,Yes,furnished,3970093.211069335
514,4127.0,3.0,1.0,1,Yes,Yes,No,Yes,No,3.0,No,unfurnished,6230906.97298361
515,2352.0,1.0,1.0,2,Yes,Yes,No,No,Yes,1.0,No,furnished,3532913.8853717824
516,4675.0,3.0,4.0,1,Yes,Yes,Yes,No,Yes,1.0,Yes,semi-furnished,7060396.685318456
517,3433.0,1.0,3.0,3,Yes,No,No,Yes,No,0.0,Yes,unfurnished,5151415.091787132
518,3784.0,4.0,2.0,2,No,Yes,Yes,Yes,Yes,2.0,Yes,furnished,5747910.244606919
519,4798.0,3.0,2.0,2,Yes,No,No,Yes,Yes,0.0,Yes,unfurnished,7251568.880659892
520,3311.0,4.0,2.0,2,No,Yes,No,Yes,No,3.0,Yes,unfurnished,5018499.671136295
521,1750.0,4.0,3.0,2,Yes,No,Yes,Yes,No,1.0,Yes,furnished,2675146.7996234773
522,4012.0,2.0,1.0,3,No,Yes,No,No,No,2.0,No,semi-furnished,6040912.567903076
523,1756.0,1.0,2.0,1,No,No,No,Yes,No,2.0,Yes,furnished,2675480.467450286
524,3876.0,5.0,3.0,2,No,Yes,Yes,Yes,No,1.0,No,unfurnished,5892152.111372757
525,3986.0,1.0,1.0,3,No,No,No,Yes,No,1.0,Yes,furnished,6015816.886598389
526,4084.0,5.0,4.0,2,Yes,No,Yes,Yes,No,3.0,No,unfurnished,6189162.17854169
527,1896.0,1.0,2.0,1,Yes,Yes,Yes,Yes,Yes,3.0,No,furnished,2873667.985589159
528,4137.0,4.0,1.0,2,Yes,No,Yes,Yes,Yes,1.0,Yes,semi-furnished,6274273.479643106
529,3830.0,3.0,2.0,3,Yes,No,No,Yes,No,1.0,No,semi-furnished,5766477.083934128
530,3203.0,3.0,2.0,1,No,Yes,No,Yes,Yes,1.0,No,semi-furnished,4824719.142783869
531,970.0,2.0,2.0,3,No,Yes,Yes,No,No,1.0,No,semi-furnished,1490504.0898946077
532,1853.0,5.0,1.0,1,No,No,No,No,Yes,2.0,Yes,furnished,2809801.162134393
